type,client,tx,amount
withdrawal,137,18858,48.9453
withdrawal,790,18859,327.2689
withdrawal,69,18860,209.5959
withdrawal,784,18861,493.8222
dispute,687,7817,
deposit,786,18862,3267.5731
withdrawal,2,18863,450.4812
resolve,674,18864,
dispute,992,5595,
dispute,820,3289,
withdrawal,818,18865,131.5964
withdrawal,589,18866,75.6920
withdrawal,253,18867,69.6185
dispute,554,5134,
withdrawal,219,18868,144.4176
resolve,572,18869,
dispute,932,6825,
resolve,114,18870,
deposit,58,18871,2515.4156
withdrawal,103,18872,263.2501
dispute,994,9889,
chargeback,395,8612,
dispute,593,5478,
withdrawal,183,18873,412.6300
dispute,951,9993,
deposit,211,18874,1464.1863
dispute,691,3919,
dispute,948,18875,
withdrawal,765,18876,311.6656
deposit,551,18877,191.9044
withdrawal,500,18878,342.1240
withdrawal,343,18879,427.2253
withdrawal,981,18880,28.2236
withdrawal,653,18881,367.6474
resolve,353,18882,
dispute,431,18883,
dispute,477,5756,
deposit,280,18884,1472.6544
deposit,503,18885,3090.9955
withdrawal,107,18886,114.4583
withdrawal,60,18887,386.9510
withdrawal,59,18888,278.4992
 withdrawal , 545 , 18889 , 285.2300 
deposit,504,18890,639.8374
withdrawal,189,18891,243.3746
deposit,32,18892,400.4876
withdrawal,938,18893,247.0732
deposit,215,18894,4986.6174
withdrawal,417,18895,273.1314
deposit,374,18896,2981.4664
chargeback,964,16902,
withdrawal,629,18897,377.5230
withdrawal,338,18898,485.2375
resolve,843,8451,
withdrawal,384,18899,138.8531
dispute,131,5411,
dispute,506,14382,
withdrawal,943,18900,338.6166
 withdrawal , 974 , 18901 , 136.7668 
withdrawal,732,18902,154.9835
deposit,48,18903,2459.6071
resolve,25,18904,
withdrawal,558,18905,220.7005
dispute,610,18906,
resolve,164,18907,
deposit,576,18908,847.7824
deposit,592,18909,1145.1377
resolve,94,1031,
withdrawal,606,18910,460.2759
withdrawal,286,18911,80.0835
deposit,328,18912,552.0110
dispute,753,3229,
deposit,39,18913,4605.0076
deposit,217,18914,4877.9567
deposit,708,18915,278.8416
deposit,889,18916,3495.0954
deposit,134,18917,1251.0467
dispute,49,9717,
withdrawal,619,18918,210.4286
resolve,467,10406,
deposit,861,18919,35.6458
withdrawal,67,18920,151.3372
 withdrawal , 937 , 18921 , 36.0700 
withdrawal,330,18922,207.6642
withdrawal,393,18923,61.8765
withdrawal,861,18924,202.6867
resolve,727,6914,
resolve,423,12505,
withdrawal,777,18925,151.1205
withdrawal,713,18926,134.3736
withdrawal,738,18927,276.1075
withdrawal,223,18928,100.0733
resolve,429,5348,
dispute,19,2887,
dispute,578,18929,
deposit,364,18930,1500.2432
dispute,377,1292,
withdrawal,574,18931,177.0743
 withdrawal , 628 , 18932 , 282.4772 
withdrawal,919,18933,18.6317
dispute,341,3378,
withdrawal,441,18934,6.7244
 withdrawal , 672 , 18935 , 23.9546 
withdrawal,421,18936,133.2149
deposit,458,18937,3452.7986
dispute,200,5604,
withdrawal,445,18938,67.4992
dispute,54,5161,
dispute,420,6486,
withdrawal,358,18939,187.5289
deposit,479,18940,393.5981
depo sit,,bad_tx
withdrawal,742,18942,16.5866
withdrawal,276,18943,201.3349
 withdrawal , 722 , 18944 , 498.5677 
withdrawal,556,18945,283.4994
withdrawal,678,18946,199.9449
dispute,12,6037,
withdrawal,495,18947,210.7689
withdrawal,429,18948,188.3572
resolve,792,3714,
resolve,488,620,
deposit,453,18949,3070.0325
withdrawal,163,18950,177.4673
resolve,927,3026,
dispute,577,8715,
resolve,447,13364,
deposit,431,18951,3425.5940
resolve,439,17629,
withdrawal,263,18952,490.8451
withdrawal,111,18953,161.5570
withdrawal,170,18954,149.0129
withdrawal,975,18955,497.4198
withdrawal,922,18956,229.1404
dispute,924,17056,
withdrawal,169,18957,272.6093
dispute,677,18958,
resolve,579,2418,
withdrawal,151,18959,56.1549
dispute,64,3041,
withdrawal,952,18960,229.5020
deposit,520,18961,3829.1019
chargeback,630,8565,
deposit,961,18962,2897.0342
deposit,624,8441,112.1257
withdrawal,373,18963,321.8625
withdrawal,810,18964,84.5105
dispute,363,18965,
withdrawal,936,18966,296.7061
withdrawal,305,18967,356.3680
dispute,436,4087,
withdrawal,919,18968,275.3648
withdrawal,857,18969,89.6988
dispute,223,6541,
deposit,48,18970,4988.9660
deposit,457,4909,572.9925
withdrawal,582,18971,262.9112
resolve,707,17762,
dispute,479,581,
withdrawal,969,18972,116.2454
deposit,707,18973,1272.6899
dispute,714,5675,
withdrawal,102,18974,43.8355
deposit,860,18975,1055.9864
withdrawal,439,18976,206.9936
resolve,837,6319,
dispute,815,18977,
deposit,484,18978,1387.4850
deposit,64,18979,3219.7697
withdrawal,64,18980,88.5856
deposit,922,18981,4207.4971
dispute,841,17580,
deposit,544,18982,559.7165
dispute,268,92,
withdrawal,783,18983,89.4469
withdrawal,435,18984,212.9766
deposit,387,18985,4496.3714
deposit,181,18986,4551.3172
withdrawal,750,18987,104.6787
 withdrawal , 33 , 18988 , 384.2812 
chargeback,278,494,
withdrawal,883,18989,155.4816
dispute,93,12900,
dispute,721,3610,
dispute,159,5144,
withdrawal,151,18990,306.4414
chargeback,901,1152,
withdrawal,954,18991,7.0155
deposit,575,18992,3988.1461
deposit,877,18993,1308.0574
deposit,962,18994,4375.7743
chargeback,281,18995,
withdrawal,761,18996,414.8153
withdrawal,882,18997,181.0457
withdrawal,384,18998,359.7880
withdrawal,691,18999,191.6819
deposit,338,19000,4371.3284
resolve,773,5313,
dispute,555,301,
dispute,182,14232,
withdrawal,507,19001,111.1703
deposit,789,19002,2934.9542
resolve,59,9185,
resolve,253,938,
junk,,
withdrawal,410,19004,406.5214
resolve,322,15825,
resolve,93,19005,
resolve,921,16334,
resolve,9,1471,
withdrawal,51,19006,155.2865
 withdrawal , 203 , 19007 , 257.5052 
chargeback,944,15136,
withdrawal,116,19008,292.2538
deposit,44,,-50
withdrawal,975,19010,195.5418
resolve,209,19011,
dispute,938,8460,
deposit,661,19012,654.7530
withdrawal,338,19013,97.9964
resolve,430,6680,
deposit,617,19014,3981.2760
withdrawal,473,19015,70.4579
withdrawal,709,19016,114.9197
withdrawal,65,19017,483.2958
withdrawal,145,19018,155.3405
dispute,85,3698,
chargeback,644,7924,
withdrawal,490,19019,19.7605
deposit,143,19020,2741.0675
withdrawal,422,19021,343.9454
withdrawal,31,19022,411.1049
deposit,749,19023,3181.6375
dispute,458,11033,
dispute,963,18050,
chargeback,44,4426,
deposit,785,19024,621.0486
 withdrawal , 814 , 19025 , 172.1901 
dispute,376,15441,
dispute,266,19026,
resolve,589,635,
resolve,7,1541,
withdrawal,283,19027,93.2202
withdrawal,87,19028,68.0368
withdrawal,288,19029,419.9370
withdrawal,750,19030,332.3729
withdrawal,901,19031,232.2609
dispute,845,8837,
withdrawal,21,19032,465.4036
withdrawal,631,19033,258.3797
withdrawal,99,19034,259.9094
withdrawal,570,19035,234.5989
dispute,458,4389,
withdrawal,87,19036,275.2681
withdrawal,466,19037,384.7456
dispute,868,18676,
deposit,296,19038,354.6373
withdrawal,355,19039,240.5619
 withdrawal , 118 , 19040 , 351.2087 
deposit,328,19041,585.0651
resolve,57,447,
resolve,864,17497,
deposit,116,19042,365.6435
dispute,824,7072,
dispute,419,2105,
chargeback,96,19043,
dispute,358,9329,
withdrawal,221,19044,358.3944
withdrawal,594,19045,328.8886
withdrawal,930,19046,68.2346
deposit,807,19047,694.6801
deposit,717,19048,1213.3838
 withdrawal , 323 , 19049 , 125.4250 
withdrawal,9,19050,242.4668
withdrawal,871,19051,438.3004
withdrawal,191,19052,306.8439
 withdrawal , 353 , 19053 , 264.2435 
withdrawal,292,19054,140.4647
deposit,160,19055,3280.4174
dispute,297,3138,
dispute,287,19056,
withdrawal,572,19057,417.5984
deposit,195,19058,3904.7033
dispute,359,8682,
withdrawal,68,19059,411.2879
withdrawal,185,19060,415.7237
resolve,18,19061,
resolve,296,14219,
dispute,379,1647,
dispute,81,7158,
withdrawal,775,19062,403.7058
deposit,425,19063,2406.6567
withdrawal,818,19064,274.9858
withdrawal,39,19065,347.5266
withdrawal,166,19066,317.1202
deposit,493,19067,1338.0967
chargeback,825,12681,
dispute,995,18019,
withdrawal,883,19068,143.8344
dispute,893,7399,
dispute,513,1498,
deposit,565,19069,1906.1765
withdrawal,730,19070,463.8280
withdrawal,541,19071,427.4727
resolve,313,5127,
deposit,316,19072,2787.2689
resolve,85,13598,
dispute,444,18719,
resolve,772,3750,
withdrawal,505,19073,14.5913
dispute,490,7491,
dispute,235,3881,
withdrawal,974,19074,82.8120
dispute,131,9984,
deposit,218,19075,646.6075
dispute,220,7592,
withdrawal,260,19076,28.7844
withdrawal,502,19077,16.2832
deposit,221,19078,214.1797
resolve,21,19079,
resolve,648,7766,
deposit,914,19080,3165.3283
resolve,816,1045,
withdrawal,916,19081,315.2578
withdrawal,204,19082,397.6323
 withdrawal , 599 , 19083 , 32.2893 
chargeback,885,4095,
resolve,324,223,
deposit,338,19084,3213.0869
dispute,122,5561,
withdrawal,487,19085,246.0118
withdrawal,597,19086,408.0891
withdrawal,316,19087,170.1311
withdrawal,229,19088,16.5326
dispute,409,5395,
dispute,700,14969,
withdrawal,154,19089,277.8632
dispute,668,15961,
deposit,683,19090,190.6993
withdrawal,491,19091,128.1544
deposit,772,19092,3426.4137
dispute,227,2612,
deposit,393,19093,2867.3279
deposit,308,19094,3960.3698
deposit,535,19095,2947.4195
withdrawal,872,19096,272.9062
withdrawal,95,19097,130.4950
dispute,250,7053,
dispute,637,1455,
withdrawal,389,19098,128.7025
deposit,88,19099,4358.4360
resolve,160,7402,
 withdrawal , 307 , 19100 , 455.0101 
deposit,553,19101,2909.4285
withdrawal,18,19102,86.8573
dispute,399,12022,
 withdrawal , 411 , 19103 , 94.6195 
withdrawal,131,19104,296.9594
deposit,843,19105,784.6025
dispute,463,2553,
withdrawal,476,19106,394.3592
resolve,396,9378,
dispute,113,7132,
deposit,638,19107,3794.4141
dispute,790,3802,
dispute,372,19108,
dispute,84,7993,
chargeback,197,19109,
deposit,858,19110,1224.6668
deposit,17,19111,3647.4449
withdrawal,194,19112,157.3312
resolve,231,8106,
withdrawal,699,19113,33.0362
dispute,369,19114,
chargeback,905,19115,
withdrawal,219,19116,153.4313
withdrawal,580,19117,360.3132
junk,,19118
dispute,409,5946,
resolve,265,19119,
deposit,183,19120,4928.4602
deposit,27,19121,4517.5180
dispute,469,4528,
resolve,989,6895,
withdrawal,665,19122,465.9501
withdrawal,1000,19123,460.6132
dispute,116,1527,
chargeback,888,7,
dispute,955,3962,
dispute,642,463,
withdrawal,511,19124,31.5787
withdrawal,558,19125,31.5754
withdrawal,862,19126,482.4368
chargeback,694,19127,
withdrawal,182,19128,136.8938
 withdrawal , 615 , 19129 , 214.6327 
withdrawal,375,19130,195.0348
dispute,412,705,
deposit,805,19131,881.9822
deposit,901,1152,838.7670
chargeback,198,1249,
withdrawal,918,19132,460.4025
 withdrawal , 725 , 19133 , 54.0095 
withdrawal,23,19134,168.4542
withdrawal,653,19135,83.4848
withdrawal,133,19136,256.7133
withdrawal,713,19137,20.2033
resolve,938,1512,
dispute,694,19138,
withdrawal,635,19139,298.2205
resolve,162,19140,
withdrawal,18,19141,424.6491
withdrawal,798,19142,342.5096
chargeback,960,3379,
dispute,817,13540,
withdrawal,128,19143,434.2306
 withdrawal , 625 , 19144 , 282.1142 
withdrawal,40,19145,403.3047
 withdrawal , 315 , 19146 , 295.9504 
dispute,392,11959,
deposit,925,410,12.5137
deposit,148,19147,3177.9367
withdrawal,108,19148,218.1769
withdrawal,247,19149,74.9993
dispute,224,5409,
dispute,162,1711,
 withdrawal , 926 , 19150 , 322.6755 
resolve,479,581,
withdrawal,490,19151,106.8491
resolve,664,4037,
dispute,758,6591,
 withdrawal , 753 , 19152 , 329.5504 
resolve,129,942,
withdrawal,461,19153,444.4353
chargeback,6,4220,
 withdrawal , 716 , 19154 , 30.0835 
dispute,648,19155,
withdrawal,261,19156,147.0539
resolve,740,2986,
resolve,52,1218,
dispute,328,6640,
 withdrawal , 413 , 19157 , 452.9905 
resolve,281,1776,
 withdrawal , 888 , 19158 , 93.1461 
withdrawal,348,19159,28.7713
dispute,23,19160,
deposit,807,19161,2286.1587
 withdrawal , 713 , 19162 , 137.5921 
 withdrawal , 58 , 19163 , 148.6899 
resolve,627,3649,
withdrawal,553,19164,246.2153
chargeback,18,9766,
withdrawal,833,19165,422.5466
withdrawal,894,19166,42.5596
withdrawal,811,19167,269.0224
resolve,665,12265,
withdrawal,252,19168,152.9843
withdrawal,788,19169,370.7535
deposit,100,19170,2712.0222
resolve,638,19171,
withdrawal,707,19172,347.0267
deposit,218,19173,458.2394
dispute,826,4339,
deposit,222,19174,1195.2961
dispute,140,9907,
deposit,535,19175,1746.4937
resolve,414,5787,
deposit,649,19176,1541.5535
deposit,499,19177,4139.2633
resolve,270,3892,
deposit,368,6099,57.8600
withdrawal,673,19178,213.2940
withdrawal,334,19179,376.2710
dispute,573,6738,
resolve,632,2831,
dispute,939,12548,
dispute,154,7734,
junk,211,19180
resolve,649,19181,
withdrawal,96,19182,97.4031
resolve,172,4076,
withdrawal,55,19183,267.9548
withdrawal,840,19184,273.6977
resolve,734,202,
resolve,642,948,
dispute,206,2223,
withdrawal,725,19185,269.3645
withdrawal,656,19186,322.1773
deposit,709,2767,529.5042
deposit,268,19187,4748.1560
deposit,388,19188,3199.4303
dispute,278,19189,
withdrawal,999,19190,440.9257
withdrawal,327,19191,263.3987
resolve,653,107,
deposit,993,19192,315.6064
 withdrawal , 963 , 19193 , 16.6735 
withdrawal,386,19194,94.6641
deposit,805,19195,2463.3274
dispute,468,6209,
withdrawal,659,19196,219.1503
chargeback,595,8292,
deposit,301,5942,961.8140
deposit,524,19197,1832.6094
withdrawal,298,19198,364.3892
withdrawal,491,19199,413.8558
deposit,961,19200,4155.8701
withdrawal,124,19201,6.2612
withdrawal,211,19202,185.0604
withdrawal,516,19203,13.0423
resolve,450,12959,
dispute,428,6465,
withdrawal,775,19204,469.0411
withdrawal,621,19205,128.2125
resolve,59,9185,
chargeback,768,19206,
dispute,700,5266,
chargeback,722,19207,
deposit,205,19208,4589.7304
dispute,502,4330,
withdrawal,571,19209,206.7767
withdrawal,961,19210,327.1388
withdrawal,708,19211,439.8471
deposit,143,19212,2576.9535
dispute,510,5520,
deposit,599,19213,3097.3045
dispute,242,19214,
 withdrawal , 423 , 19215 , 426.1703 
withdrawal,975,19216,215.9833
deposit,924,19217,2935.7517
withdrawal,635,19218,311.9309
deposit,348,19219,167.8323
dispute,282,2643,
deposit,789,10799,2857.1340
deposit,889,19220,3030.3541
deposit,574,19221,986.3720
withdrawal,693,19222,107.6082
resolve,290,4221,
withdrawal,613,19223,272.6739
deposit,749,19224,1980.2664
withdrawal,380,19225,194.6011
withdrawal,587,19226,434.1911
deposit,821,19227,1029.2228
dispute,290,12688,
dispute,326,4904,
dispute,32,19228,
withdrawal,579,19229,384.5222
deposit,787,19230,1239.1972
withdrawal,848,19231,303.3412
dispute,251,15786,
withdrawal,842,19232,388.6049
dispute,98,3222,
withdrawal,640,19233,276.1005
withdrawal,812,19234,444.1936
dispute,398,14536,
deposit,232,19235,2488.9181
withdrawal,452,19236,304.0707
withdrawal,575,19237,360.6331
deposit,668,19238,1471.3082
dispute,847,6956,
dispute,794,6378,
 withdrawal , 426 , 19239 , 38.6348 
withdrawal,634,19240,305.4419
deposit,163,19241,2734.1959
withdrawal,12.5,19242,-50
chargeback,437,7616,
dispute,181,5291,
withdrawal,378,19243,414.0273
dispute,636,19244,
chargeback,903,3536,
dispute,50,9407,
dispute,281,18431,
deposit,767,19245,2620.6333
deposit,313,19246,1727.5394
deposit,288,19247,1407.3980
resolve,25,5486,
withdrawal,150,19248,456.4343
withdrawal,12,19249,142.3127
resolve,611,6130,
dispute,669,19250,
withdrawal,961,19251,55.6980
deposit,942,19252,1905.3374
chargeback,179,19253,
withdrawal,223,19254,268.6803
deposit,834,19255,4239.8508
withdrawal,969,19256,313.2241
deposit,777,19257,3201.4880
withdrawal,71,19258,484.7854
withdrawal,945,19259,115.0011
withdrawal,271,19260,475.7554
dispute,658,3244,
deposit,821,19261,2377.9662
deposit,604,19262,3983.2633
withdrawal,723,19263,476.2535
deposit,466,19264,2239.2339
 withdrawal , 916 , 19265 , 483.3716 
resolve,655,15182,
withdrawal,191,19266,311.6540
deposit,240,2715,396.7690
junk,,
dispute,800,19268,
dispute,949,3200,
dispute,808,5874,
deposit,624,19269,1853.4446
chargeback,880,44,
dispute,283,4595,
withdrawal,49,19270,495.4555
withdrawal,361,19271,94.0989
withdrawal,995,19272,219.6079
withdrawal,791,19273,215.8530
withdrawal,746,19274,125.1477
deposit,641,19275,3571.5717
withdrawal,250,19276,139.8408
withdrawal,430,19277,117.8890
withdrawal,19,19278,439.9182
dispute,102,17026,
dispute,217,14596,
deposit,58,19279,758.1136
dispute,104,527,
deposit,35,19280,1965.9428
dispute,676,4629,
withdrawal,126,19281,344.6659
chargeback,681,5848,
deposit,951,19282,3385.1290
dispute,211,8230,
 withdrawal , 347 , 19283 , 237.5384 
resolve,378,19284,
dispute,908,3097,
withdrawal,555,19285,391.2350
deposit,753,bad_tx
withdrawal,647,19287,350.2756
deposit,589,19288,3564.5472
dispute,805,18772,
deposit,755,19289,1313.2187
dispute,65,3395,
dispute,943,10836,
resolve,800,14112,
chargeback,367,2090,
withdrawal,83,19290,107.2526
resolve,498,3310,
deposit,814,19291,1111.1849
withdrawal,59,19292,418.2518
withdrawal,805,19293,167.6859
withdrawal,477,19294,180.3171
deposit,587,19295,2764.4046
withdrawal,106,19296,182.9742
dispute,194,7506,
resolve,406,5666,
withdrawal,146,19297,413.2665
dispute,58,15446,
resolve,333,160,
resolve,825,7779,
dispute,383,12444,
chargeback,92,5755,
deposit,131,19298,1838.0243
withdrawal,453,19299,53.4891
dispute,355,6631,
withdrawal,25,19300,51.4504
withdrawal,646,19301,249.8745
chargeback,282,874,
dispute,919,19302,
withdrawal,958,19303,41.1955
dispute,144,19304,
withdrawal,571,19305,279.2939
resolve,733,1122,
 withdrawal , 740 , 19306 , 432.1275 
withdrawal,191,19307,348.0199
withdrawal,586,19308,174.8141
withdrawal,173,19309,426.7296
deposit,579,19310,131.4935
withdrawal,812,19311,269.5226
withdrawal,466,19312,150.9001
withdrawal,689,19313,488.4002
deposit,493,19314,1442.2580
deposit,483,19315,2449.2099
deposit,837,19316,2432.4588
dispute,196,2371,
dispute,668,19317,
dispute,657,7240,
withdrawal,464,19318,47.7240
chargeback,965,19319,
withdrawal,67,19320,383.5568
dispute,829,10705,
withdrawal,206,19321,256.6873
deposit,207,19322,1901.6152
withdrawal,189,19323,201.8146
dispute,96,19324,
deposit,335,19325,533.4135
withdrawal,329,19326,314.5224
dispute,94,19327,
withdrawal,834,19328,349.1176
withdrawal,639,19329,234.1362
withdrawal,469,19330,196.9499
resolve,279,19331,
deposit,737,19332,2894.6612
withdrawal,452,19333,299.3414
deposit,512,19334,1154.4565
dispute,760,19335,
withdrawal,65,19336,468.4145
withdrawal,153,19337,184.4490
withdrawal,35,19338,252.8118
withdrawal,62,19339,438.0657
dispute,752,1373,
withdrawal,531,19340,36.8835
deposit,bad_id,
dispute,235,19342,
withdrawal,725,19343,322.9181
deposit,806,19344,3798.6447
withdrawal,701,19345,321.9652
dispute,491,6068,
dispute,899,467,
depo sit,252,19346,
dispute,519,6355,
dispute,787,6075,
deposit,569,19347,4691.7243
withdrawal,570,19348,202.1809
deposit,79,19349,2024.1544
deposit,366,19350,2207.5979
dispute,744,2102,
dispute,850,9084,
resolve,789,10799,
withdrawal,879,19351,149.3380
deposit,115,19352,3113.5631
resolve,812,13356,
withdrawal,348,19353,6.2152
deposit,594,19354,3953.8092
deposit,921,19355,1226.6046
withdrawal,921,19356,294.0698
deposit,964,19357,123.8114
 withdrawal , 715 , 19358 , 60.5867 
withdrawal,846,19359,357.0584
deposit,846,5302,962.4945
withdrawal,638,19360,87.6119
withdrawal,236,19361,416.3325
dispute,741,9688,
dispute,235,19362,
dispute,908,4557,
resolve,936,8327,
deposit,325,19363,3472.9653
deposit,986,19364,2657.8483
deposit,733,19365,4256.6026
deposit,357,19366,3046.6728
withdrawal,559,19367,121.5740
deposit,909,19368,859.2497
withdrawal,539,19369,267.9001
withdrawal,50,19370,169.7313
deposit,449,19371,1815.2312
withdrawal,23,19372,122.0378
withdrawal,101,19373,362.6858
chargeback,564,19374,
withdrawal,348,19375,182.6179
resolve,802,7026,
chargeback,791,8805,
dispute,370,5018,
deposit,890,19376,1795.9542
resolve,612,110,
resolve,937,1220,
withdrawal,566,19377,10.7952
resolve,994,9889,
dispute,10,15083,
withdrawal,253,19378,474.5637
deposit,351,19379,3643.5464
dispute,837,3148,
deposit,277,19380,529.1582
dispute,694,16566,
withdrawal,507,19381,427.1309
resolve,487,19382,
withdrawal,253,19383,415.4188
withdrawal,58,19384,384.2583
resolve,471,8824,
dispute,145,5162,
chargeback,285,19385,
resolve,647,18473,
chargeback,811,7200,
deposit,525,19386,1520.9613
dispute,758,5601,
dispute,548,6666,
withdrawal,309,19387,142.5090
resolve,431,19388,
deposit,613,19389,2132.9689
withdrawal,822,19390,234.6452
withdrawal,715,19391,311.1473
withdrawal,370,19392,408.4847
withdrawal,526,19393,363.6751
withdrawal,719,19394,117.0225
deposit,297,19395,4097.0042
resolve,999,18748,
dispute,589,19288,
deposit,18,19396,2783.9328
withdrawal,732,19397,297.2996
withdrawal,267,19398,144.7986
withdrawal,764,19399,430.7807
dispute,375,1709,
dispute,106,9549,
resolve,452,6735,
withdrawal,198,19400,106.5679
chargeback,970,102,
dispute,681,1568,
resolve,479,2210,
dispute,37,1347,
withdrawal,264,19401,126.0481
dispute,332,6959,
withdrawal,930,19402,448.2019
chargeback,59,18690,
withdrawal,255,19403,24.3328
withdrawal,85,19404,120.8898
withdrawal,706,19405,95.6238
deposit,626,19406,3568.2176
deposit,24,19407,1519.7729
withdrawal,271,19408,492.9965
resolve,379,19409,
deposit,227,19410,666.8438
withdrawal,505,19411,380.2909
dispute,729,9367,
deposit,736,19412,2163.8865
withdrawal,842,19413,261.8638
deposit,295,19414,2305.1469
withdrawal,697,19415,207.5742
resolve,75,15473,
deposit,859,19416,1917.5944
dispute,638,10501,
dispute,297,280,
withdrawal,775,19417,117.4463
withdrawal,552,19418,394.9587
dispute,438,2277,
withdrawal,956,19419,97.5671
dispute,899,9874,
withdrawal,933,19420,416.5729
dispute,425,3909,
dispute,155,19421,
withdrawal,135,19422,224.0989
deposit,332,19423,4386.2184
withdrawal,520,19424,112.2734
withdrawal,771,19425,106.0201
resolve,210,10206,
chargeback,112,9591,
dispute,830,4888,
dispute,527,3451,
withdrawal,608,19426,409.0487
dispute,652,3440,
withdrawal,87,19427,40.6210
withdrawal,948,19428,376.2071
withdrawal,48,19429,23.5235
dispute,492,8892,
deposit,71,3999,105.8655
withdrawal,834,19430,360.9147
chargeback,179,6813,
withdrawal,738,19431,499.3240
withdrawal,81,19432,181.0287
withdrawal,857,19433,67.8355
withdrawal,19,19434,8.1459
resolve,902,7645,
deposit,496,19435,1091.6222
dispute,692,1271,
deposit,637,19436,4576.6703
dispute,537,13354,
withdrawal,90,19437,266.4615
dispute,300,1105,
dispute,772,72,
 withdrawal , 895 , 19438 , 443.3656 
deposit,786,19439,1415.3608
withdrawal,160,19440,479.3494
deposit,613,19441,3844.6686
withdrawal,135,19442,148.8624
withdrawal,216,19443,381.0806
resolve,469,4528,
deposit,998,19444,912.9243
withdrawal,699,19445,428.0210
dispute,84,4234,
dispute,113,4605,
withdrawal,514,19446,362.6844
withdrawal,93,19447,425.3387
dispute,660,6138,
deposit,153,19448,2853.6708
 withdrawal , 154 , 19449 , 85.5015 
 withdrawal , 865 , 19450 , 133.6817 
withdrawal,264,19451,160.1441
withdrawal,417,19452,462.5310
withdrawal,780,19453,169.2678
deposit,686,19454,4198.9468
dispute,420,8045,
withdrawal,268,19455,204.1294
deposit,137,19456,4751.0788
deposit,157,19457,46.0769
resolve,85,19458,
deposit,326,19459,1244.8090
dispute,494,3644,
chargeback,85,319,
dispute,751,11632,
deposit,66,19460,3395.6719
withdrawal,515,19461,194.5788
dispute,854,2175,
resolve,212,1763,
withdrawal,363,19462,415.2017
dispute,884,17055,
resolve,510,5983,
deposit,244,19463,4834.0524
withdrawal,812,19464,203.1939
chargeback,227,19465,
withdrawal,765,19466,256.9094
resolve,804,3857,
resolve,834,7294,
withdrawal,404,19467,82.2753
withdrawal,251,19468,418.4420
deposit,1,744,807.7935
deposit,990,19469,2334.9609
resolve,724,120,
depo sit,302,19470
withdrawal,45,19471,467.9554
deposit,116,19472,2105.3435
withdrawal,426,19473,442.2137
withdrawal,879,19474,108.4787
dispute,79,3748,
chargeback,861,12001,
dispute,392,19475,
deposit,57,19476,2926.7894
deposit,12.5,19477
deposit,375,19478,4250.7379
dispute,259,8735,
resolve,29,19479,
withdrawal,792,19480,236.7574
withdrawal,210,19481,223.8577
resolve,445,4275,
dispute,313,19246,
chargeback,522,18674,
withdrawal,552,19482,85.1750
dispute,494,6101,
dispute,119,10772,
resolve,944,2040,
deposit,720,19483,1736.4310
dispute,334,15795,
dispute,595,3586,
withdrawal,839,19484,311.4707
deposit,209,19485,654.6243
dispute,287,19486,
deposit,842,5261,712.8536
resolve,830,6811,
withdrawal,454,19487,189.2632
deposit,784,19488,1073.6882
dispute,270,1403,
dispute,214,162,
withdrawal,879,19489,165.9905
withdrawal,152,19490,79.0433
withdrawal,497,19491,238.6611
withdrawal,877,19492,193.6643
withdrawal,332,19493,158.7562
dispute,241,19494,
deposit,696,19495,2855.6599
dispute,510,3792,
deposit,779,19496,1787.2303
deposit,500,19497,604.6170
 withdrawal , 779 , 19498 , 171.3479 
withdrawal,578,19499,296.4513
withdrawal,268,19500,270.8288
 withdrawal , 246 , 19501 , 180.2328 
dispute,874,11676,
deposit,140,19502,845.3127
resolve,528,8566,
dispute,595,3586,
withdrawal,644,19503,272.6680
dispute,166,1759,
 withdrawal , 409 , 19504 , 466.1267 
dispute,492,7701,
dispute,426,2009,
withdrawal,662,19505,297.3131
deposit,473,19506,1785.2286
dispute,478,2883,
dispute,543,1358,
withdrawal,794,19507,351.4889
dispute,833,19508,
deposit,797,19509,2128.6998
dispute,215,19510,
withdrawal,829,19511,54.2575
 withdrawal , 394 , 19512 , 215.8443 
dispute,34,3669,
deposit,936,19513,2201.3316
dispute,302,4301,
chargeback,806,5886,
withdrawal,10,19514,293.1617
withdrawal,346,19515,402.9781
withdrawal,119,19516,372.7607
dispute,395,13428,
chargeback,972,8493,
dispute,303,9621,
dispute,696,19517,
withdrawal,890,19518,354.1747
resolve,567,5503,
dispute,501,1799,
withdrawal,564,19519,211.0375
deposit,26,19520,186.9081
chargeback,540,9763,
withdrawal,757,19521,345.0954
dispute,81,4329,
resolve,404,8211,
withdrawal,583,19522,442.1604
withdrawal,414,19523,268.2233
dispute,730,8155,
resolve,146,19524,
deposit,946,19525,2092.1137
resolve,587,19526,
withdrawal,70,19527,79.0910
withdrawal,485,19528,391.8698
dispute,97,1256,
dispute,575,19529,
resolve,192,15022,
deposit,315,19530,799.3005
withdrawal,21,19531,32.6962
chargeback,555,5464,
dispute,306,4505,
dispute,889,19532,
deposit,413,19533,2385.4673
dispute,200,2847,
withdrawal,87,19534,8.8699
deposit,799,19535,3045.3680
withdrawal,882,19536,488.8231
resolve,589,4147,
resolve,681,5375,
withdrawal,838,19537,388.7579
withdrawal,910,19538,196.9977
dispute,99,1077,
deposit,910,19539,1619.8551
withdrawal,834,19540,388.3552
dispute,781,2697,
resolve,787,19541,
withdrawal,577,19542,338.5875
deposit,928,19543,2630.1447
